user_id,submission_count,avg_cpu_time,avg_memory,avg_code_size,avg_total_lines,avg_line_spacing,avg_total_comments,avg_if_else_count,avg_total_variables,avg_loop_count,avg_capitalized_variable_names,avg_percentage_for_loops,avg_submission_count_per_problem,accepted_count,runtime_error_count,wrong_answer_count,time_limit_exceeded_count
u609814378,288,192,14762,281,16,0,0,2,3,1,1,53,2,119,59,100,10
u609828915,2,20,5576,40,2,0,0,0,0,0,0,0,1,2,0,0,0
u609850402,3,29,9067,108,8,0,0,2,2,0,0,0,1,3,0,0,0
u609881501,27,11,3323,393,18,0,1,2,5,3,0,81,3,5,15,6,0
u609895623,1,894,64600,1292,39,0,0,6,8,1,1,100,1,0,1,0,0
u609922073,11,45,11192,96,5,0,0,1,1,0,0,18,2,5,3,3,0
u609931800,10,584,18100,844,32,0,5,2,4,2,1,60,1,10,0,0,0
u609961672,1,10,2568,271,20,1,0,1,3,0,0,0,1,1,0,0,0
u609968450,14,18,2949,70,4,0,0,1,0,0,0,0,1,10,3,1,0
u609987416,3,39,6769,133,8,0,0,1,2,0,0,0,2,2,0,1,0
u610042046,52,697,27807,336,15,0,0,2,3,2,0,72,2,27,4,9,12
u610120522,10,20,6672,104,7,0,0,1,1,0,1,0,2,5,3,2,0
u610143410,5,24,3191,1145,45,0,1,2,8,4,0,52,2,2,1,2,0
u610192658,25,696,11646,302,17,0,0,2,3,1,1,58,1,17,1,4,3
u610232844,9,19,3050,201,10,0,0,2,2,0,0,44,2,5,0,4,0
u610274930,4,1061,3211,168,11,0,0,1,2,0,0,0,2,1,2,1,0
u610314616,9,714,9581,530,27,0,3,3,5,2,0,44,2,3,0,5,1
u610326327,40,863,21244,292,16,0,0,2,3,1,0,48,2,17,2,11,10
u610385881,2,133,6638,346,21,0,0,6,4,3,2,100,1,2,0,0,0
u610387229,9,111,3689,265,12,0,0,1,2,1,0,33,1,8,0,1,0
u610414278,2,166,38320,192,16,1,0,1,3,1,2,0,1,2,0,0,0
u610440063,13,560,16444,343,16,0,0,1,4,2,0,38,1,9,0,4,0
u610441939,3,602,8517,516,17,0,3,1,4,3,0,100,3,3,0,0,0
u610473220,119,273,9748,306,16,0,0,2,4,1,2,63,2,62,19,33,5
u610488689,2,1141,1003414,528,32,0,1,3,6,2,2,75,1,1,1,0,0
u610540994,4,232,15268,190,6,0,0,0,4,1,0,100,2,3,1,0,0
u610559377,2,20,5572,40,2,0,0,0,1,0,0,0,1,2,0,0,0
u610579155,7,382,12402,112,9,0,0,1,2,0,1,14,2,3,2,1,1
u610601423,1,17,3064,515,27,0,0,5,8,0,5,0,1,0,0,1,0
u610627933,2,22,3256,550,29,1,0,2,7,3,0,90,1,1,0,1,0
u610633714,4,21,9158,128,8,0,0,2,1,0,0,50,1,4,0,0,0
u610734676,5,45,3744,217,13,0,0,2,3,0,2,40,2,2,0,3,0
u610760063,11,446,13079,263,15,0,0,1,5,1,3,32,2,7,0,2,2
u610780824,6,17,2960,174,6,0,0,1,2,0,2,0,3,2,0,4,0
u610801172,13,216,9905,378,16,0,1,2,3,1,1,62,1,10,0,2,1
u610816226,61,1247,7735,320,14,0,0,2,3,2,0,47,1,40,15,6,0
u610846265,2,18,2940,166,8,0,0,0,4,0,0,50,1,1,0,1,0
u610856569,2,20,5580,40,2,0,0,0,0,0,0,0,1,2,0,0,0
u610856690,16,440,11366,183,12,0,0,1,4,1,0,59,2,8,3,3,2
u610894802,3,20,5588,86,3,0,0,0,0,0,0,0,1,3,0,0,0
u610916981,2,17,2940,45,2,0,0,0,0,0,0,0,2,1,0,1,0
u610929383,8,1342,13291,518,27,0,1,2,6,2,3,100,4,2,1,5,0
u610950638,20,1136,260296,385,20,0,0,2,5,1,0,75,3,6,0,11,3
u610956125,2,18,3002,219,14,0,0,1,3,1,1,50,1,2,0,0,0
u610993883,2,18,2940,40,4,0,0,0,1,0,0,0,1,1,1,0,0
u611033537,45,81,9869,161,10,0,0,1,2,0,0,11,2,19,4,22,0
u611047648,1,2104,3064,394,19,0,0,1,2,3,0,100,1,0,0,0,1
u611081085,3,298,43888,949,37,0,0,6,11,1,2,0,3,0,3,0,0
u611090896,127,131,9568,117,6,0,0,1,2,1,1,38,2,68,27,30,2
u611167286,8,23,9212,580,24,0,0,4,5,1,2,88,3,4,2,2,0
u611167305,1,17,2940,80,7,0,1,1,1,0,0,0,1,1,0,0,0
u611239490,30,29,9382,72,4,0,0,1,1,0,0,7,1,25,3,2,0
u611249982,20,42,4176,346,15,0,1,1,3,1,0,75,2,12,0,8,0
u611293015,6,52,5775,262,13,0,0,2,3,1,0,33,1,6,0,0,0
u611352758,51,737,24740,214,10,0,0,1,3,1,0,37,2,22,2,19,8
u611352896,1,2209,156504,393,13,0,0,1,3,2,1,100,1,0,0,0,1
u611368136,16,342,7798,354,20,0,0,3,4,2,0,59,2,11,0,3,2
u611386050,11,18,2974,208,13,0,1,1,2,1,2,82,1,8,1,2,0
u611489415,1,17,2940,77,6,0,0,1,0,0,0,0,1,1,0,0,0
u611490888,8,7521,8554,1105,46,0,6,3,4,2,1,90,2,3,1,0,4
u611495846,3,713,3021,352,12,0,1,2,3,0,1,33,1,2,0,0,1
u611509859,49,146,4709,294,13,0,0,2,2,2,0,61,2,30,6,13,0
u611551778,3,23,9235,234,14,0,2,1,5,0,1,0,2,2,0,1,0
u611562941,133,458,22322,372,21,0,1,4,4,2,1,69,2,79,8,33,13
u611569737,4,1134,663536,423,24,0,0,3,4,2,2,50,2,2,0,0,2
u611579581,21,3150,21654,1134,45,0,2,6,5,5,1,60,1,21,0,0,0
u611655181,12,568,11407,426,20,0,4,2,4,2,2,58,2,5,2,5,0
u611684128,8,42,11892,136,9,0,0,2,1,0,0,50,2,4,0,4,0
u611751372,17,21,5700,252,14,0,0,2,3,1,1,59,1,17,0,0,0
u611781037,2,17,2940,85,8,1,0,0,2,0,0,0,2,1,0,1,0
u611782980,4,493,39348,487,28,0,8,4,4,1,0,100,4,1,0,3,0
u611823775,1,17,2940,131,11,0,0,1,3,1,0,100,1,1,0,0,0
u611835487,3,29,9088,127,9,0,0,1,1,0,1,33,1,3,0,0,0
u611853667,3,37,5756,500,27,0,0,7,2,1,0,67,1,3,0,0,0
u611865271,19,1050,13303,249,12,0,0,1,4,2,1,58,2,6,1,5,7
u611871297,5,852,5956,128,8,0,0,1,2,1,0,40,1,3,0,1,1
u611895082,4,17,3001,180,12,0,0,1,6,0,0,0,2,1,1,2,0
u611934316,9,20,3256,392,17,0,2,2,4,1,1,67,2,5,1,3,0
u611944576,2,25,5584,63,4,0,0,0,2,0,0,0,1,2,0,0,0
u611945374,63,784,24383,340,18,0,0,2,4,2,1,75,2,33,6,18,6
u612071939,3,17,2940,64,2,0,0,0,0,0,0,0,3,1,0,2,0
u612148941,18,600,7238,225,9,0,0,1,3,1,0,44,2,6,0,7,5
u612223903,37,280,44922,293,13,0,0,2,3,1,0,56,2,21,6,7,3
u612243550,22,3525,10749,528,27,0,1,2,5,3,1,52,3,7,3,9,3
u612261372,48,227,25466,220,12,0,0,1,3,1,1,50,2,26,5,15,2
u612281743,3,79,9353,304,17,0,1,2,2,2,0,100,1,3,0,0,0
u612341606,4,309,57993,322,17,0,0,1,5,2,0,88,1,3,1,0,0
u612390263,4,17,2940,96,7,0,0,0,4,0,0,0,1,3,0,1,0
u612469777,1,18,3064,367,23,0,0,2,8,0,0,0,1,1,0,0,0
u612481724,22,515,8235,255,15,0,1,1,3,1,0,45,2,13,5,2,2
u612496929,14,201,12402,146,9,0,0,1,2,1,0,43,2,6,5,2,1
u612516335,1,17,3060,181,9,0,0,1,2,0,2,0,1,1,0,0,0
u612519519,9,153,9893,103,7,0,0,1,1,0,1,44,2,4,0,5,0
u612530467,10,17,2964,76,4,0,0,0,1,0,0,10,1,10,0,0,0
u612599720,17,929,21108,235,12,0,1,2,3,1,1,82,3,3,2,10,2
u612635771,59,116,10194,95,4,0,0,1,1,0,0,14,2,34,8,17,0
u612636296,34,402,45711,302,16,0,0,2,4,1,1,44,2,17,1,11,5
u612642474,8,1062,9520,800,48,0,1,3,4,2,0,62,2,3,0,5,0
u612695892,1,17,2940,50,2,0,0,0,0,0,0,0,1,1,0,0,0
u612709335,5,458,9109,311,15,0,0,2,4,1,0,80,2,1,0,4,0
u612721349,130,242,24426,287,12,0,0,2,2,1,0,45,2,69,11,42,8
u612802587,14,796,128705,722,37,0,6,5,5,2,0,24,14,1,10,0,3
u612814668,10,1520,7532,868,34,0,9,2,5,2,1,90,5,2,2,2,4
u612895604,58,668,45111,311,14,0,1,1,3,1,0,43,3,14,7,25,12
u612968535,17,909,58444,224,14,0,0,1,3,1,0,68,2,8,1,3,5
u612975321,338,608,69838,402,19,0,0,2,5,2,0,59,2,193,19,82,44
u612978534,5,22,2990,72,5,0,0,0,2,0,0,0,1,3,0,2,0
u612982371,17,374,20817,209,11,0,0,1,2,1,0,50,2,8,0,9,0
u612993417,3,96,9120,151,10,0,0,1,2,1,1,33,1,3,0,0,0
u613027607,1,32,8960,77,6,0,0,1,1,0,0,0,1,1,0,0,0
u613028067,1,17,2940,49,2,0,0,0,1,0,0,0,1,1,0,0,0
u613032912,1,17,2940,165,10,0,3,1,1,0,0,0,1,1,0,0,0
u613069522,5,10,2594,186,11,0,2,2,2,1,2,80,2,1,3,1,0
u613108740,6,38,6061,187,8,0,0,0,1,1,0,31,1,6,0,0,0
u613124399,2,494,33860,178,10,0,0,1,4,0,1,50,1,2,0,0,0
u613128408,4,86,13856,244,11,0,0,1,2,0,1,0,4,1,3,0,0
u613144488,11,18,3028,268,15,0,0,2,3,1,2,100,11,1,1,9,0
u613217947,5,28,9125,218,13,0,0,3,1,1,0,0,2,3,1,1,0
u613233323,11,211,33163,154,10,0,0,2,2,0,1,27,2,4,1,5,1
u613278035,17,86,5691,170,8,0,0,1,2,1,0,43,1,16,0,1,0
u613292673,30,346,32367,257,13,0,0,2,2,1,0,42,2,15,4,11,0
u613320068,2,20,5586,127,6,0,0,0,2,1,0,25,1,2,0,0,0
u613350811,68,666,18544,332,16,0,0,2,4,2,1,69,2,31,10,21,6
u613364835,5,106,10311,309,14,0,0,3,2,1,0,80,2,2,2,1,0
u613396167,33,1485,44293,1376,47,0,1,6,4,3,0,58,1,33,0,0,0
u613401788,50,321,24539,400,22,0,3,2,4,1,1,62,2,25,6,14,5
u613448016,1,20,5592,257,14,0,0,6,0,0,0,0,1,1,0,0,0
u613499860,1,10,4624,25,2,0,0,0,1,0,0,0,1,1,0,0,0
u613520453,2,18,3000,136,7,0,0,1,0,0,0,0,1,2,0,0,0
u613534067,99,2178,9523,523,23,0,1,3,4,3,0,66,2,37,28,19,10
u613627875,11,17,4704,111,6,0,0,0,1,1,0,15,2,7,2,1,0
u613680365,3,63,8563,293,17,0,0,1,2,3,0,50,1,3,0,0,0
u613783019,13,35,3546,214,10,0,3,1,1,0,1,38,1,11,0,2,0
u613805578,20,6,3809,180,8,0,0,1,0,1,0,27,3,1,8,11,0
u613858382,16,215,7920,1384,47,0,1,3,4,2,1,24,3,7,4,4,1
u613920660,138,488,16430,381,19,0,0,2,4,2,2,66,2,79,9,36,14
u613922299,13,767,33923,186,10,0,0,1,2,1,0,62,2,4,0,5,4
u613931538,1,17,3064,169,13,0,0,1,4,0,3,0,1,1,0,0,0
u613935514,1,18,2940,115,9,0,0,1,2,0,0,0,1,0,0,1,0
u613943630,23,147,14047,438,25,0,0,2,5,1,0,42,2,16,1,6,0
u613956638,4,172,38288,537,32,0,2,4,10,1,0,100,4,0,0,4,0
u613996976,3,18,2940,35,2,0,0,0,1,0,0,0,2,2,0,1,0
u614012736,1,17,2940,93,5,0,0,0,3,0,1,0,1,1,0,0,0
u614054255,33,451,10799,182,13,0,0,2,2,1,0,65,2,15,0,12,6
u614063956,56,180,9530,224,13,0,0,2,2,1,0,39,2,33,2,19,2
u614073932,6,173,42065,419,19,0,0,3,5,1,1,17,2,3,3,0,0
u614095715,10,83,10366,182,7,0,0,0,1,1,0,90,1,10,0,0,0
u614128939,2,1940,41276,96,6,0,0,0,2,2,1,100,2,1,0,0,1
u614159574,7,23,3245,396,19,0,0,1,5,1,0,71,2,3,2,2,0
u614162316,92,1001,102866,279,15,0,0,1,4,2,0,71,2,36,9,26,21
u614181788,362,408,50706,359,18,0,0,2,4,2,0,63,2,211,20,113,18
u614197626,14,27,7388,318,15,0,0,2,3,2,1,38,3,8,0,4,0
u614215819,27,358,167444,278,14,0,0,2,4,1,2,59,2,12,4,8,3
u614246506,1,2206,8880,336,18,0,0,4,2,1,0,0,1,0,0,1,0
u614256222,1,230,5572,385,25,0,0,7,6,2,0,50,1,0,0,1,0
u614280154,1,2206,11332,407,17,0,0,2,5,3,0,100,1,0,0,1,0
u614307919,2,86,5038,418,13,0,0,2,2,1,0,50,1,2,0,0,0
u614314290,243,322,15179,452,22,0,1,2,3,1,2,61,2,160,11,56,16
u614320306,66,590,18918,215,14,0,0,2,3,1,1,46,2,36,2,19,9
u614381513,21,274,10312,234,17,0,0,3,3,1,0,81,2,12,0,7,2
u614459338,9,44,5520,306,11,0,0,2,2,1,1,56,2,6,1,2,0
u614460543,1,17,2940,56,2,0,0,0,1,0,0,0,1,1,0,0,0
u614497125,2,226,16922,513,25,0,0,1,6,3,1,100,2,0,0,2,0
u614550445,36,430,40116,629,33,0,0,4,6,2,2,58,2,19,2,13,2
u614580072,2,18,3002,304,16,0,0,4,2,1,0,50,1,2,0,0,0
u614580548,2,20,5578,38,2,0,0,0,0,0,0,0,1,2,0,0,0
u614627871,24,380,7894,542,22,0,0,3,4,2,1,42,4,9,10,1,4
u614628638,37,940,21503,324,15,0,0,1,4,1,1,70,2,14,9,5,9
u614665186,1,20,5596,256,18,0,0,1,5,2,0,0,1,1,0,0,0
u614710626,15,17,2996,226,14,0,0,3,3,1,1,100,8,2,8,5,0
u614711522,32,20,5204,162,7,0,0,1,1,1,0,26,3,8,9,14,0
u614728159,19,722,15108,134,11,0,0,1,2,0,1,26,2,12,0,1,6
u614734359,131,300,11360,270,14,0,0,1,3,1,1,71,2,68,20,38,5
u614748348,1,17,3060,186,10,0,1,1,3,0,3,0,1,1,0,0,0
u614813521,1,2206,9112,337,21,0,0,0,6,3,0,0,1,0,0,0,1
u614847701,3,1150,5596,606,24,0,0,2,7,3,0,56,1,3,0,0,0
u614855423,4,18,3034,147,16,0,0,1,6,0,0,0,4,1,3,0,0
u614875193,289,372,29793,349,19,0,1,2,4,2,2,58,2,165,27,79,18
u614902935,35,588,74436,185,12,0,1,1,3,1,0,48,2,13,0,18,4
u614917104,27,553,16759,318,14,0,0,2,3,2,0,60,1,15,2,7,3
u614929965,5,17,2940,150,11,1,0,1,1,1,0,80,2,3,0,2,0
u614964888,8,17,2955,64,4,1,0,0,0,0,0,0,2,4,2,2,0
u614984376,4,174,25258,146,8,0,0,2,2,0,0,25,1,2,1,1,0
u615017370,6,72,12964,164,9,0,0,2,2,1,1,50,1,6,0,0,0
u615034089,15,440,8786,156,10,0,0,1,3,1,0,45,1,11,0,3,1
u615101477,3,129,2981,351,21,0,0,3,3,3,2,33,2,2,0,1,0
u615254596,3,350,14279,488,31,0,3,2,5,1,0,67,1,3,0,0,0
u615258936,1,17,2940,86,6,0,0,1,1,0,0,0,1,0,1,0,0
u615267492,1,19,2940,44,4,0,0,1,0,0,0,0,1,0,1,0,0
u615285493,17,1262,147866,5636,200,0,10,7,10,6,1,47,6,3,5,4,5
u615298938,1,17,2940,114,7,0,2,1,0,0,0,0,1,1,0,0,0
u615323709,9,19,5010,74,4,0,0,0,2,0,0,0,2,4,2,3,0
u615361919,1,20,5604,325,12,0,0,1,4,2,2,50,1,1,0,0,0
u615370347,5,459,17724,469,28,0,0,2,9,0,0,0,2,2,0,3,0
u615402829,1,17,2940,96,6,0,0,1,1,0,0,0,1,1,0,0,0
u615520489,32,812,76540,1271,42,0,8,3,7,3,3,65,1,18,3,4,7
u615534981,2,1116,24494,324,14,0,0,4,2,2,0,50,1,1,0,1,0
u615576660,19,141,15247,250,14,0,0,2,2,1,0,21,2,11,1,7,0
u615590527,11,824,42933,213,13,0,0,1,3,1,1,64,2,5,1,1,4
u615613865,15,34,5935,156,10,0,0,2,1,1,0,24,1,15,0,0,0
u615647623,42,411,38197,365,17,0,1,3,3,1,1,31,2,13,4,22,3
u615710615,2,18,2940,129,10,0,2,0,2,0,2,50,1,2,0,0,0
u615727692,7,267,14333,845,33,0,0,2,5,5,0,53,1,5,2,0,0
u615817983,7,17,2975,150,9,0,0,1,1,1,1,43,1,7,0,0,0
u615820360,29,43,8623,141,9,0,0,1,2,1,1,30,1,18,1,10,0
u615850856,7,59,6469,200,10,0,0,1,2,1,2,57,1,4,3,0,0
u615852002,3,24,8945,96,5,0,0,1,1,0,0,0,3,1,0,2,0
u615883560,19,123,8819,219,15,0,0,1,3,2,0,43,1,19,0,0,0
u615885671,1,1240,5940,516,27,0,0,2,6,3,3,100,1,1,0,0,0
u615918811,32,608,111283,315,15,0,0,1,3,1,1,69,2,16,2,11,3
u615968644,28,168,8208,206,12,0,0,2,3,1,0,64,3,10,3,15,0
u616017354,8,553,4040,256,14,0,0,2,4,1,0,62,2,4,2,0,2
u616025987,7,67,13593,210,12,0,0,1,3,0,0,29,2,3,2,2,0
u616040357,16,17,2970,163,8,0,0,2,2,0,0,0,2,9,3,4,0
u616053342,2,30,9132,53,4,0,0,0,1,0,0,0,2,1,0,1,0
u616085665,22,13094,9162,505,28,0,0,4,6,2,1,87,11,2,4,7,9
u616098312,9,27,4221,418,21,0,0,5,5,2,0,63,2,4,4,1,0
u616117610,119,406,13924,309,17,0,0,2,5,2,0,51,2,59,14,32,14
u616169109,129,315,24634,333,17,0,0,2,4,1,1,61,1,93,5,23,8
u616188005,10,17,2977,126,8,0,0,2,2,0,0,10,1,9,0,1,0
u616217092,102,590,16526,540,25,0,0,3,4,1,1,58,2,59,11,17,15
u616246675,12,218,10563,268,12,0,0,1,2,1,2,75,4,3,8,0,1
u616252029,2,22,3572,166,10,0,0,2,3,2,0,100,2,1,0,1,0
u616297985,1,18,3060,432,24,0,0,5,4,1,0,100,1,1,0,0,0
u616382321,146,312,24504,251,14,0,0,1,4,1,1,54,2,101,11,24,10
u616413858,1,18,2940,125,4,0,0,0,3,0,0,0,1,1,0,0,0
u616440660,2,17,3062,484,22,0,3,2,7,0,0,0,2,2,0,0,0
u616445194,1,17,2940,71,5,0,1,0,2,0,0,0,1,1,0,0,0
u616466306,16,20,5720,170,8,0,0,1,2,1,1,44,1,16,0,0,0
u616468898,48,520,19269,265,13,0,0,2,4,1,1,52,2,27,2,12,7
u616481477,31,390,12301,267,14,0,0,2,3,1,1,35,2,14,0,16,1
u616489782,24,223,11958,265,13,0,2,1,4,1,0,40,2,10,2,11,1
u616504183,3,758,17611,280,15,0,0,3,3,1,1,33,1,2,0,1,0
u616510508,1,2206,11036,233,13,0,0,0,2,3,0,67,1,0,0,0,1
u616522759,93,151,15535,185,9,0,0,2,2,1,1,37,1,71,5,15,2
u616534089,3,23,9152,112,6,0,0,1,1,0,0,0,2,2,1,0,0
u616539426,2,25,9186,321,15,0,0,3,2,0,0,0,1,2,0,0,0
u616542081,53,579,23724,336,20,0,0,3,4,2,1,65,2,28,3,15,7
u616619529,17,1183,27310,428,23,0,2,2,5,1,0,82,4,3,2,5,7
u616644616,1,161,115996,267,17,0,0,1,6,1,0,100,1,0,1,0,0
u616651250,3,571,8101,548,26,0,3,3,5,1,1,67,1,2,1,0,0
u616719454,59,335,19287,248,17,0,1,2,2,1,2,51,1,40,1,16,2
u616723104,3,101,9112,169,10,0,0,1,2,1,1,67,1,3,0,0,0
u616752689,6,13,5102,157,9,0,3,0,1,1,0,50,1,6,0,0,0
u616770660,1,18,3060,363,20,0,1,3,3,1,2,100,1,1,0,0,0
u616775713,7,176,6340,463,20,0,0,2,5,3,0,40,1,7,0,0,0
u616794313,1,34,9056,9,1,0,0,0,0,0,0,0,1,0,0,1,0
u616827748,3,17,7021,85,3,0,0,0,0,2,0,100,3,1,0,2,0
u616890641,2,22,9174,126,9,0,0,1,3,0,0,0,2,2,0,0,0
u616989291,7,126,7708,243,15,0,1,1,4,1,0,57,1,6,1,0,0
u617002802,9,432,45720,484,18,0,0,4,2,3,0,56,1,7,0,1,1
u617002940,12,25,5726,281,13,0,0,0,3,2,0,54,1,12,0,0,0
u617010143,9,482,7340,232,13,1,0,1,3,1,3,56,2,3,2,3,1
u617023079,6,75,5595,220,11,1,0,1,2,1,1,33,3,2,1,3,0
u617037231,270,779,20749,395,18,0,0,2,3,2,2,49,3,79,31,110,50
u617040773,55,815,134829,438,17,0,0,2,4,1,0,64,2,21,5,15,14
u617054847,3,57,10296,242,13,0,1,1,4,1,1,33,2,2,1,0,0
u617103038,49,156,11566,207,11,0,1,1,2,0,0,35,2,24,7,15,3
u617116410,9,832,20201,898,39,0,1,6,5,3,0,100,3,3,0,5,1
u617183767,1,30,4680,590,32,0,2,2,3,2,0,50,1,1,0,0,0
u617184199,1,17,2940,44,2,0,0,0,0,0,0,0,1,1,0,0,0
u617203831,47,62,3458,84,4,0,0,1,1,0,0,21,1,42,2,2,1
u617225232,79,190,9133,184,9,0,2,1,2,1,0,34,1,59,5,10,5
u617228707,62,601,42931,426,20,0,0,3,5,1,2,52,3,22,16,13,11
u617255029,3,45,3145,605,27,0,0,4,5,2,1,100,2,2,0,1,0
u617272666,3,20,5589,292,16,0,0,2,4,1,1,33,1,3,0,0,0
u617298485,10,30,8514,274,17,0,2,1,6,1,1,50,1,6,1,3,0
u617315626,1,17,2940,105,9,0,0,3,2,0,0,0,1,1,0,0,0
u617322197,7,25,9047,115,9,0,0,1,3,0,1,14,2,2,4,1,0
u617347958,2,106,27566,202,6,0,0,0,2,0,0,0,2,0,2,0,0
u617380180,1,30,9020,45,2,0,0,0,0,0,0,0,1,0,0,1,0
u617384447,47,702,98510,446,20,0,0,1,5,2,1,72,2,21,8,10,8
u617401892,13,1668,10430,275,14,0,0,0,3,2,0,69,1,13,0,0,0
u617440820,12,17,2981,114,8,0,0,2,2,0,0,0,3,5,3,4,0
u617448925,6,22,9130,114,6,0,0,1,2,0,1,0,3,2,1,3,0
u617449195,8,98,16761,320,18,0,0,1,6,1,2,62,2,3,1,4,0
u617472286,30,26,6711,455,19,0,0,3,3,2,0,58,2,17,2,11,0
u617515020,244,520,46272,268,15,0,0,1,4,2,1,68,2,151,12,47,34
u617556913,33,29,9100,112,7,0,0,1,2,1,0,45,1,31,2,0,0
u617575714,4,36,2941,177,8,0,0,1,2,1,0,25,1,4,0,0,0
u617618832,6,1774,13856,674,32,0,3,3,5,2,1,100,6,1,3,1,1
u617636202,1,123,27248,383,40,1,6,1,3,1,1,0,1,0,0,1,0
u617640347,20,697,10345,300,16,0,1,1,4,1,0,80,3,10,1,4,5
u617659131,94,332,20982,132,7,0,0,1,2,1,0,33,2,50,11,22,11
u617718239,144,624,93873,281,13,0,0,1,3,2,1,59,2,76,16,27,25
u617778316,3,3,2139,17,2,0,0,0,0,0,0,0,3,1,2,0,0
u617779302,16,181,5375,211,12,0,0,1,5,1,0,47,2,7,5,3,1
u617829104,17,46,9213,138,7,0,0,1,2,1,1,29,1,14,1,2,0
u617888512,1,23,3316,79,6,0,0,1,0,0,0,0,1,1,0,0,0
u617913400,5,8,2218,39,3,0,0,0,1,0,0,0,2,1,3,1,0
u617939529,1,17,2940,85,7,0,0,1,2,0,0,0,1,0,1,0,0
u617953889,40,432,11811,181,11,0,1,1,3,1,0,40,3,11,5,19,5
u617990214,30,2162,18582,340,22,0,2,1,6,2,2,66,2,18,0,8,4
u618002097,281,629,84888,391,18,0,1,2,4,1,1,66,2,132,20,97,32
u618101737,74,376,90220,561,30,0,2,2,6,2,1,63,2,45,7,18,4
u618107373,53,180,20398,291,15,0,0,1,3,1,0,53,1,46,4,2,1
u618126440,2,61,61842,108,8,0,0,1,0,0,0,0,2,2,0,0,0
u618160127,1,400,34128,667,33,0,0,3,6,4,1,75,1,1,0,0,0
u618167957,19,167,39519,511,23,0,1,5,5,1,0,30,3,6,3,10,0
u618187934,21,114,9302,126,8,0,0,1,3,0,0,5,4,4,7,10,0
u618251217,121,422,23792,317,15,0,0,2,4,2,1,59,2,74,10,24,13
u618253754,2,20,5590,88,8,1,0,0,2,0,0,0,1,2,0,0,0
u618303744,1,17,3064,270,17,0,1,3,4,2,0,100,1,1,0,0,0
u618306958,15,107,60542,223,10,0,0,2,2,1,0,67,2,7,0,8,0
u618350292,1,20,5612,350,21,0,2,1,4,2,2,50,1,1,0,0,0
u618363477,20,630,17246,178,11,0,0,1,3,1,1,54,2,11,1,6,2
u618369407,73,190,10562,198,12,1,1,1,2,1,0,22,1,64,1,6,2
u618373524,49,26,5687,120,5,0,0,1,2,0,0,8,2,24,4,21,0
u618512227,27,348,15847,304,16,0,0,2,3,2,0,56,2,15,6,3,3
u618532828,45,597,18678,310,15,0,0,2,3,1,2,61,2,17,7,14,7
u618536526,5,122,27086,143,8,0,0,1,2,1,0,40,1,5,0,0,0
u618557804,3,22,9101,100,7,0,0,1,3,0,0,0,3,1,0,2,0
u618637847,25,21,6362,260,14,0,0,1,3,1,0,70,2,12,4,9,0
u618638021,4,17,2940,252,15,0,2,0,2,4,0,100,4,0,1,3,0
u618672141,16,112,7281,231,13,0,0,1,3,2,0,62,1,11,1,3,0
u618696829,65,1230,104001,402,18,0,0,1,6,2,2,70,2,28,15,11,11
u618703342,1,21,3408,460,31,0,0,4,6,3,0,100,1,1,0,0,0
u618725557,6,0,0,612,24,0,0,7,3,4,0,75,6,0,6,0,0
u618747173,3,789,303833,429,21,0,0,4,3,1,1,67,1,2,0,1,0
u618750827,14,30,5296,236,11,0,0,1,2,1,1,57,1,11,0,3,0
u618765431,6,64,55143,194,12,0,1,2,2,0,1,17,1,5,1,0,0
u618772012,13,204,15725,142,5,0,0,0,1,0,0,8,3,8,0,5,0
u618774174,1,17,2940,80,4,0,0,0,0,0,0,0,1,1,0,0,0
u618848374,1,17,3060,183,11,0,1,1,4,0,0,0,1,0,0,1,0
u618851206,1,17,3060,144,9,0,0,0,3,1,0,0,1,1,0,0,0
u618884920,8,41,6068,177,10,0,0,1,1,1,0,23,1,8,0,0,0
u618936592,9,41,9151,420,24,0,1,5,3,1,0,7,2,4,0,5,0
u618940213,1,33,9176,283,15,0,0,3,4,3,0,100,1,1,0,0,0
u618953765,2,28,8978,34,2,0,0,0,1,0,0,0,2,1,0,1,0
u619057641,6,23,9174,343,17,0,0,3,3,1,0,17,3,1,1,4,0
u619084943,74,466,33215,283,15,0,0,1,3,1,0,51,2,38,4,20,12
u619085092,1,24,9168,96,6,0,0,1,1,0,0,0,1,1,0,0,0
u619106763,6,48,3021,324,12,0,0,2,3,1,0,25,1,5,0,1,0
u619128059,2,18,3000,63,4,0,0,0,3,0,0,0,2,1,1,0,0
u619144316,252,834,100980,443,23,0,1,2,5,2,2,77,2,117,19,70,46
u619164636,1,17,2940,23,1,0,0,0,0,0,0,0,1,1,0,0,0
u619197965,184,158,19711,214,10,0,0,2,3,1,0,52,2,126,4,52,2
u619273584,2,31,9518,238,14,0,0,2,3,0,0,50,1,1,0,1,0
u619274787,29,93,16100,127,6,0,0,1,2,1,1,38,1,28,0,1,0
u619353869,2,108,27178,278,14,0,1,0,6,0,4,0,2,1,0,1,0
u619358863,5,17,3063,213,11,0,0,1,5,0,0,20,1,4,0,1,0
u619379081,32,314,5506,351,14,0,0,2,4,1,1,61,2,12,10,10,0
u619384481,5,183,8238,424,25,0,0,4,5,2,0,100,1,3,0,2,0
u619395535,2,17,2940,87,7,0,0,1,3,1,0,100,2,1,1,0,0
u619398783,41,604,15298,256,12,0,0,2,3,1,0,49,2,23,2,7,9
