user_id,submission_count,avg_code_size,min_cpu_time,max_cpu_time,avg_memory,avg_total_lines,avg_line_spacing,avg_total_comments,avg_if_else_count,avg_total_variables,avg_loop_count,avg_capitalized_variable_names,avg_percentage_for_loops,acceptance_rate,submissions_per_month
u477977638,392,714.71,17,3916,69521.66,43,0.46,5,2,5,2,1,70,63.27,27
u478125266,2,292.5,22,23,9204,20,0.15,0,4,3,1,0,100,50,2
u478132434,40,165.72,17,2108,7924.2,10,0.35,0,1,2,0,1,45,47.5,8
u478212979,3,284.67,17,157,3329.33,18,0.16,0,3,4,1,2,100,33.33,3
u478222049,26,268.77,24,2999,12318.62,17,0.14,0,2,4,1,3,27,34.62,9
u478237640,2,62.5,17,17,2940,2,0,0,0,0,0,0,0,100,2
u478266845,74,403.62,17,2274,69694.92,21,0.4,0,2,4,1,1,59,47.3,15
u478275206,1,570,1138,1138,68132,28,0.08,0,1,5,3,0,100,100,1
u478276119,1,108,178,178,38384,9,0.33,0,1,3,1,2,100,100,1
u478296955,9,67.56,17,20,2940,2,0,0,0,0,0,0,12,55.56,9
u478312272,4,110.25,29,145,9077,7,0.1,0,0,2,0,0,25,50,4
u478372289,2,99,17,18,2940,6,0.34,0,1,2,0,0,0,100,1
u478378112,4,191.75,28,151,9033,10,0.02,0,1,3,1,0,50,75,4
u478378139,2,327,28,194,19988,16,0.07,0,1,7,2,1,100,50,1
u478417863,128,343.74,17,3315,22075.09,16,0.08,0,1,3,2,1,78,41.41,26
u478436777,2,151,28,30,9140,10,0.12,0,1,2,0,0,50,100,2
u478452067,17,448.06,17,429,32491.29,25,0.15,0,3,6,2,2,62,41.18,17
u478462004,19,171.16,17,391,6969.26,8,0.09,0,1,2,0,1,43,68.42,4
u478588435,4,112,17,152,5359,5,0.04,0,0,1,0,1,0,100,4
u478646901,19,431.21,17,2107,20555.79,22,0.1,0,4,4,1,1,64,42.11,10
u478709114,3,126,17,17,2981.33,10,0.39,0,1,1,0,0,0,33.33,3
u478719560,127,878.38,17,2218,28054.2,34,0.15,9,2,6,1,4,56,54.33,11
u478780663,2,42.5,20,20,5576,2,0,0,0,0,0,0,0,100,2
u478784503,9,403.44,17,2112,51407.56,23,0.09,0,2,3,2,0,67,55.56,5
u478810373,6,37.67,0,20,3759.33,3,0.3,0,0,1,0,0,0,33.33,6
u478856278,3,679.33,31,160,24529.33,32,0.32,0,2,7,1,1,34,66.67,3
u478870821,80,649.6,17,2261,59504.45,34,0.28,0,1,4,1,2,69,63.75,4
u478880923,18,456.44,58,2114,58286.44,17,0.35,0,1,4,3,2,95,22.22,18
u478888559,39,273.67,17,2172,55306.46,17,0.4,0,1,4,1,1,67,64.1,6
u478888932,24,277.33,17,443,7754.17,14,0.22,0,1,2,0,1,48,62.5,12
u478892217,3,399.33,17,2104,8866.67,19,0.45,0,1,3,2,1,100,66.67,3
u478898522,1,45,17,17,2940,2,0,0,0,0,0,0,0,100,1
u478918022,35,218.89,17,2277,94097.03,14,0.24,0,1,3,1,0,46,51.43,9
u478994819,11,198.36,20,2207,21108,11,0.51,0,0,2,0,2,37,18.18,6
u479010679,1,340,20,20,5612,19,0.31,0,0,4,2,2,50,100,1
u479055258,1,60,29,29,9016,3,0,0,0,2,0,0,0,100,1
u479060428,20,138.35,17,19,2982.2,8,0,0,2,1,0,1,0,75,7
u479110133,3,49.67,0,30,5086.67,2,0,0,0,1,0,0,0,66.67,3
u479113369,6,200.33,17,18,3000.67,13,0.22,0,1,2,0,0,34,50,6
u479119054,8,151.75,20,90,6066,7,0.12,0,0,1,1,0,23,100,4
u479154565,1,178,20,20,8928,15,0,0,1,7,1,0,100,0,1
u479246559,1,16,39870,39870,4160,2,0,0,0,0,1,0,0,0,1
u479263294,7,243.29,168,188,38694.86,14,0.01,0,3,4,0,1,58,85.71,3
u479333298,1,69,21,21,8948,6,0,0,1,1,0,0,0,100,1
u479353489,20,505.9,17,3310,129547,23,0.12,0,1,5,2,2,77,40,7
u479362648,4,84.75,25,28,9029,6,0.06,0,1,1,0,0,0,0,4
u479371430,5,112.6,17,17,2964,6,0.09,0,1,1,0,0,40,100,5
u479398480,1,278,17,17,2940,14,0,4,1,3,0,0,0,100,1
u479403716,5,277.6,20,130,9944,16,0.1,0,2,3,1,0,60,100,2
u479450741,2,128,17,17,3000,10,0.12,0,1,3,1,2,50,100,1
u479462609,34,145.91,17,2104,4326.82,9,0.04,0,1,2,0,1,53,73.53,9
u479475321,27,380.78,17,3308,10418.67,18,0.04,0,2,4,2,0,73,37.04,9
u479484272,30,187.3,17,2206,9194.67,10,0.13,0,1,3,0,2,49,43.33,5
u479485961,5,227.6,77,114,14014.4,11,0.25,1,0,3,1,0,100,40,5
u479513570,6,122.5,63,426,71369.33,4,0,0,0,0,0,0,17,16.67,6
u479638406,137,286.2,17,2207,20703.71,15,0.38,0,1,3,1,1,59,36.5,20
u479641507,6,103.17,23,29,9094.67,5,0,0,1,1,0,0,50,83.33,6
u479674982,14,270.5,17,2108,29680.57,14,0.07,1,1,3,1,1,50,21.43,5
u479719434,125,508.98,17,2232,114598.88,23,0.2,1,2,4,2,1,78,39.2,21
u479732368,7,138.43,17,24,4749.14,9,0.16,0,0,2,0,0,43,57.14,4
u479788474,3,128.33,29,34,9105.33,6,0.21,0,1,1,0,1,34,66.67,2
u479790786,1,68,17,17,2940,3,0,0,0,2,0,0,0,100,1
u479835943,14,341.43,17,186,37773.71,15,0.02,1,2,2,0,0,36,71.43,3
u479845538,1,110,18,18,3064,8,0.4,0,1,2,1,0,100,100,1
u479859141,4,180,24,29,9247,5,0.63,0,1,0,0,0,0,50,4
u479868443,1,122,17,17,2940,7,0.2,0,1,1,0,0,0,100,1
u479874889,3,255,18,18,3022.67,16,0.08,1,1,6,1,2,34,100,2
u479918572,26,231.92,166,2106,55591.54,15,0.56,0,1,3,0,1,54,76.92,6
u479937725,119,126.76,17,2206,8005.92,9,0.39,0,1,1,0,2,40,84.87,24
u479939770,1,166,18,18,2940,9,0.14,2,1,2,0,0,0,100,1
u479953984,2,76,17,17,2940,5,0.33,0,0,3,0,0,0,50,2
u479977918,2,301,18,113,8516,16,0.48,1,1,4,0,1,50,100,2
u480028483,1,619,2104,2104,3064,25,0.09,0,2,7,4,1,100,0,1
u480038302,15,70.4,17,21,2956.53,3,0,0,0,0,0,0,7,73.33,15
u480053997,43,293.7,0,40000,10407.72,11,0.04,0,1,1,1,1,55,58.14,15
u480072433,25,499.32,21,2206,10718.08,25,0.16,0,4,7,1,0,12,40,9
u480117549,2,1077.5,17,2104,3270,51,0.2,1,5,2,4,0,0,50,2
u480130675,69,186.7,17,2109,23370.84,9,0.29,0,0,2,0,0,52,75.36,10
u480138356,310,523.42,17,2110,18005.54,24,0.22,0,3,4,1,1,71,59.03,21
u480139706,9,1779.11,27,2216,87074.22,44,0.29,5,5,4,3,1,73,22.22,9
u480151432,1,145,2207,2207,74004,9,0,0,1,2,1,0,100,0,1
u480155945,1,380,20,20,5612,20,0.2,1,2,6,0,2,0,100,1
u480168496,7,428,24,3308,23983.43,22,0.13,0,2,4,2,0,76,42.86,4
u480172743,4,248.25,17,149,5828,15,0.36,0,2,2,1,0,63,75,4
u480200603,148,534.61,17,2247,35576.86,15,0.21,0,1,3,1,1,68,50.68,10
u480207477,2,57.5,17,17,2940,5,0.33,0,0,2,0,2,0,50,2
u480225843,3,128.33,22,29,8954.67,6,0,0,1,1,0,1,0,33.33,3
u480230835,1,25,17,17,2940,1,0,0,0,0,0,0,0,100,1
u480264129,114,215.63,17,2210,32670.77,11,0,0,1,2,1,1,62,64.91,19
u480287988,8,124.75,20,40,5588,5,0.1,0,0,1,0,0,75,87.5,8
u480300350,326,3089.33,17,3308,46597.18,58,0.16,20,2,6,1,1,59,67.18,21
u480321332,23,192.3,19,2209,50884.17,10,0.28,0,1,1,0,0,51,47.83,8
u480331078,6,242.5,30,2206,27107.33,19,0.58,0,1,4,0,1,34,33.33,3
u480384624,1,77,30,30,9084,8,0.4,0,1,2,0,0,0,100,1
u480400448,1,111,19,19,9024,5,0.33,1,1,2,0,0,0,100,1
u480456127,18,212.39,21,93,49398.44,14,0.27,0,2,3,0,1,0,38.89,5
u480472958,39,324,17,3314,53442.56,13,0.06,1,1,2,1,1,58,56.41,4
u480480664,5,186.2,17,170,11283.2,11,0.03,0,1,2,1,1,80,100,2
u480501638,34,152.53,20,40,5598.71,8,0.12,0,1,1,0,1,37,97.06,9
u480527817,1,61,17,17,2940,6,0.25,0,1,1,0,0,0,100,1
u480568292,17,85.82,17,315,2954.35,5,0.27,0,0,1,0,1,32,47.06,17
u480612744,2,309,17,2108,7946,17,0.14,1,0,6,1,0,50,50,1
u480716860,26,2169.27,0,10000,4028.15,74,0.07,0,3,6,7,2,44,30.77,7
u480755260,9,130.67,17,22,3656.44,6,0,0,1,0,0,0,0,22.22,5
u480766273,4,102.75,22,29,9048,7,0.12,0,2,1,0,1,0,100,2
u480806810,7,366.43,17,459,6269.71,14,0,0,1,3,2,0,86,71.43,3
u480816516,16,373.94,22,2270,524595,17,0.05,0,1,3,2,1,69,43.75,6
u480821607,1,159,25,25,4328,8,0,0,1,3,1,0,100,100,1
u480828944,4,82.5,20,20,5585,5,0.07,0,0,1,0,0,0,100,4
u480831358,12,248.33,17,2133,57631,11,0.01,0,1,2,1,0,34,25,4
u480847874,130,480.5,17,2212,39049.32,22,0.18,0,2,4,2,2,73,46.15,8
u480855653,2,274.5,83,2104,9790,23,0.3,0,2,5,2,0,100,50,2
u480887263,68,338.43,17,2124,70601.12,16,0.05,0,2,4,1,2,55,54.41,14
u480892088,4,141.25,17,17,2940,4,0,2,1,0,0,0,0,0,4
u480910041,3,279.33,105,107,3230.67,20,0.38,0,2,9,1,2,100,0,3
u480920780,11,858.36,20,39440,9148,39,0.12,2,3,6,3,1,80,100,3
u480938608,3,186,66,173,37474.67,9,0.16,0,1,1,0,0,0,33.33,2
u481026841,26,146.23,17,21,2977.38,6,0,0,0,1,0,1,0,84.62,9
u481050822,1,71,180,180,38256,2,0,0,0,0,0,0,0,100,1
u481060762,10,216.3,17,165,10976,13,0.32,0,1,2,0,0,60,60,3
u481101428,27,273.63,17,2104,15978.37,17,0.52,0,1,3,1,2,71,44.44,6
u481113010,2,161.5,17,17,2940,13,0.32,0,1,5,1,1,100,100,2
u481138808,1,104,17,17,2940,5,0.33,0,0,1,0,1,0,100,1
u481165257,3,243.67,18,30,2937.33,10,0.11,0,2,3,1,1,100,33.33,3
u481175672,19,381.89,0,20,5029.89,21,0.1,0,3,4,3,0,82,5.26,10
u481187938,153,1465.89,17,3335,106617.41,54,0.24,1,3,7,2,3,63,62.09,17
u481197205,1,147,20,20,3316,8,0.17,2,0,2,0,0,0,100,1
u481244478,19,676.74,17,2109,6825.89,35,0.41,6,3,6,1,1,69,47.37,5
u481250941,108,1048.89,17,2206,22944.15,50,0.26,3,2,5,1,2,72,64.81,18
u481293569,1,110,17,17,2940,7,0.2,0,1,3,1,0,100,100,1
u481333386,14,437.36,17,24,3100,21,0.36,0,3,2,4,0,79,21.43,4
u481381669,8,717.75,20,23860,30518.5,33,0.23,0,3,5,3,1,71,100,2
u481429249,3,187,26,153,11418.67,11,0.21,0,0,4,0,2,34,66.67,3
u481440321,3,541.33,28,152,9141.33,25,0.3,0,3,4,2,2,100,66.67,3
u481456091,3,298.67,20,60,6418.67,14,0.27,0,2,3,1,1,0,100,2
u481465546,3,172.67,20,30,5728,8,0,0,0,2,1,0,25,100,2
u481486779,2,197,17,1083,20906,8,0,0,1,3,1,0,50,100,2
u481514236,48,210.94,17,300,4331.25,12,0.26,0,1,2,0,1,50,56.25,10
u481517137,1,206,20,20,5600,12,0,0,0,4,2,0,50,100,1
u481535882,1,639,2207,2207,58884,37,0.12,1,3,4,4,1,75,0,1
u481550011,16,236.62,17,2104,5741.75,11,0,0,1,2,1,1,69,50,6
u481559486,101,414.17,18,2209,70651.72,21,0.37,0,2,3,1,2,59,59.41,15
u481571686,18,153.44,0,30,3730,10,0.03,0,0,3,1,0,43,16.67,9
u481605952,1,82,20,20,2940,6,0.25,0,1,0,0,0,0,100,1
u481641204,10,320.8,20,4000,13184.8,17,0.09,2,1,3,1,1,55,100,5
u481766924,4,100.25,172,213,41950,3,0,0,1,1,0,0,25,75,4
u481775069,2,359.5,20,20,5790,20,0.04,2,2,6,1,2,75,100,2
u481856377,17,292.59,21,30,9117.88,19,0.15,0,3,2,1,0,95,29.41,17
u481866229,4,152.5,17,77,8583,7,0,0,1,1,0,0,50,25,4
u481887916,6,518,17,2104,13708,24,0.14,1,1,6,1,0,100,16.67,3
u481919972,34,221.59,24,2212,16810.59,18,0.45,0,1,5,1,0,71,50,17
u481944101,12,384.83,20,1320,9254.33,17,0.06,0,1,4,2,1,70,100,4
u481954756,3,325.67,2105,2109,28641.33,18,0.3,0,1,6,2,2,100,0,3
u481988863,2,172,26,29,9090,7,0,0,1,2,0,0,50,50,2
u482005800,5,425.8,163,2106,39383.2,32,0.52,2,1,2,0,0,40,40,5
u482019060,49,177.33,17,2104,5886.69,9,0.23,0,0,2,0,1,29,71.43,10
u482029770,2,98.5,24,31,9134,8,0.42,0,1,2,0,2,0,50,2
u482078166,5,147.8,17,2104,3037.6,9,0.2,0,1,1,0,0,0,60,5
u482080156,12,268.33,25,2206,19222,13,0.1,0,2,4,2,0,55,33.33,12
u482090956,2,187,10,17,2754,13,0.38,0,1,2,0,0,0,100,2
u482140434,2,64.5,20,20,5576,4,0.16,1,0,0,0,0,0,100,2
u482157295,341,255.95,17,2214,29068.83,12,0.01,0,1,3,0,1,52,55.43,49
u482166699,1,925,61,61,62880,43,0.31,3,1,12,0,0,0,100,1
u482177875,1,200,21,21,3572,16,0.15,0,2,5,2,1,100,100,1
u482179998,17,148.59,20,20,5691.29,7,0.03,0,1,1,1,1,30,100,6
u482205609,1,79,17,17,2940,4,0.5,1,0,0,0,0,0,100,1
u482227082,84,455.98,0,18070,9460.43,23,0.26,0,2,3,1,1,61,59.52,12
u482228764,1,28,17,17,2940,2,0,0,0,1,0,0,0,100,1
u482249892,1,194,24,24,3064,10,0.12,0,1,3,0,0,0,100,1
u482290320,2,107,20,20,5584,5,0,0,1,2,0,0,0,100,2
u482431716,1,173,24,24,9112,10,0,0,1,4,2,0,100,0,1
u482461484,1,31,20,20,5572,2,0,0,0,1,0,0,0,100,1
u482478389,2,143,17,17,2940,8,0.2,0,1,1,0,0,0,50,2
u482522932,17,83.82,17,28,5119.29,4,0,0,0,0,0,0,0,29.41,17
u482532694,10,272.2,17,2112,8888.4,12,0.13,0,1,3,1,1,60,40,5
u482544950,3,355.67,41,185,19886.67,22,0.04,0,2,5,2,2,78,100,2
u482567779,2,138,28,30,9168,9,0.57,0,0,0,0,0,0,100,2
u482672887,2,121.5,17,22,3000,7,0.32,0,0,2,1,0,100,100,2
u482680085,7,459.14,17,387,9758.29,18,0.07,0,0,4,2,2,57,71.43,7
u482706823,14,80.07,17,17,2948.86,5,0.03,0,1,0,0,0,0,57.14,14
u482709947,3,64,17,17,2940,6,0.5,1,0,1,0,0,0,33.33,3
u482737578,1,155,24,24,9108,8,0,0,1,2,0,0,0,100,1
u482743994,51,173.24,17,2216,27337.41,10,0.01,0,1,2,0,1,44,37.25,13
u482770395,49,341.69,17,2222,89832.57,16,0.14,0,2,3,1,2,65,53.06,5
u482785341,7,578.57,64,2105,16936,24,0.26,0,2,4,2,2,100,28.57,4
u482789362,125,804.83,17,3314,138471.36,33,0.28,2,3,5,2,2,70,56.8,14
u482808969,32,192.44,65,820,41239.38,9,0.18,0,1,2,0,1,31,75,16
u482883507,6,184.5,20,1859,10444.67,10,0.04,0,1,2,0,0,34,100,2
u482969053,71,268.38,16,2105,5242.08,13,0.16,0,1,2,1,1,53,74.65,4
u482982211,2,141.5,22,22,9166,10,0.29,0,1,1,1,0,50,100,1
u482982507,5,225.2,17,2104,4484,12,0,0,2,3,1,1,60,60,3
u483005329,90,139.32,17,2259,29442.53,8,0,0,0,2,0,0,51,56.67,6
u483016304,1,92,17,17,2940,5,0,0,1,2,0,0,0,100,1
u483026911,4,193.5,25,315,30843,12,0.23,0,2,1,0,0,0,25,4
u483069942,1,57,20,20,5584,2,0,0,0,0,0,0,0,100,1
u483082413,13,816,20,17300,12505.54,32,0.22,1,3,5,3,1,75,100,3
u483130221,3,163.33,17,22,5100,11,0.22,0,1,2,0,0,0,66.67,2
u483150383,2,107.5,17,17,2940,7,0.07,0,1,2,0,0,0,50,2
u483151310,31,178.39,17,2108,2971.1,11,0.1,0,1,3,0,1,75,25.81,11
u483156389,6,162.83,18,187,19092.67,8,0.12,0,0,2,0,0,28,33.33,2
u483156870,1,51,28,28,8932,4,0,0,1,0,0,0,0,0,1
u483180637,6,211.67,17,18,3000.67,10,0,0,2,3,0,0,67,83.33,2
u483182857,3,147.67,22,90,6669.33,7,0,0,0,2,1,1,67,66.67,3
u483184752,4,317.25,62,2331,902353,20,0.12,0,2,6,2,4,100,25,4
u483187413,33,612.97,17,2139,61015.03,29,0.35,0,3,6,1,0,83,45.45,5
u483210635,1,210,18,18,3064,14,0.08,1,1,3,1,1,100,100,1
u483230733,4,196.25,18,2108,10033,14,0.26,0,0,4,1,0,50,50,4
u483242705,3,62.33,21,23,9020,5,0,0,1,1,0,1,0,0,3
u483248490,6,178.5,0,20,1865.33,12,0,0,1,4,1,1,53,33.33,6
u483277935,1,76,1347,1347,9128,2,0,0,0,1,0,0,0,100,1
u483294164,4,432,24,2206,28626,29,0.21,0,2,10,1,6,75,50,4
u483298903,4,279,19,2205,13654,15,0.02,0,2,2,2,1,75,25,4
u483304397,40,456.28,17,2109,8882.2,24,0.1,0,2,3,1,2,60,42.5,7
u483328715,1,76,24,24,9040,5,0,0,1,2,1,0,100,100,1
u483331319,142,255.89,17,2219,35593.07,14,0.14,0,1,3,1,1,58,69.72,8
u483358926,1,94,17,17,2940,7,0.25,0,1,0,0,0,0,100,1
u483366732,3,86.67,17,18,2940,4,0,0,0,1,0,0,34,33.33,3
u483375841,1,30,20,20,5576,3,1,0,0,1,0,0,0,100,1
u483391772,6,139.17,17,2214,48515.33,6,0,0,0,2,0,2,34,66.67,3
u483492975,6,395.83,20,80,6270,18,0.07,0,4,2,2,0,44,100,6
u483502083,3,153,17,18,2940,11,0.28,0,1,1,0,1,67,100,2
u483536187,2,762.5,202,219,42224,42,0.38,2,3,8,5,0,100,0,2
u483600495,14,164.14,17,1738,4373.14,10,0.12,0,1,1,0,0,8,35.71,5
u483640741,86,162.91,11,76,3096.74,12,0.43,0,1,2,0,1,38,63.95,15
u483645888,50,228.34,17,2125,18947.84,12,0.06,0,1,2,1,1,58,66,7
u483679720,2,325,17,18,3062,20,0.45,0,1,5,1,0,50,50,2
u483716678,28,211.54,0,100,4453.71,11,0.31,0,1,1,1,0,30,35.71,14
u483721532,9,176.11,27,2206,11403.11,9,0.43,0,1,1,1,0,78,22.22,9
u483722302,18,458,17,2130,30961.33,19,0.2,1,1,4,1,1,78,50,9
u483726390,12,287,19,2207,17598.33,15,0.1,0,2,3,1,0,59,41.67,12
u483737025,3,43.67,17,19,2980,2,0,0,0,0,0,0,0,33.33,3
u483747145,13,476.62,17,2104,3178.77,24,0.2,0,5,2,0,2,39,7.69,13
u483748949,14,330.21,17,2207,8888.29,17,0.2,0,3,2,1,0,43,64.29,14
u483814783,5,231,30,242,30272.8,16,0.01,0,0,4,1,1,72,80,5
u483858028,3,73,30,89,44068,4,0,0,0,1,0,0,0,66.67,3
u483873684,42,228.36,17,2219,56410.38,12,0.01,0,2,3,0,0,79,40.48,5
u483884608,2,55.5,17,22,6050,3,0,0,0,0,0,0,0,100,2
u483885886,6,123.67,17,18,2940,11,0,0,1,3,1,0,100,16.67,6
u483896240,90,218.12,17,2109,7594.31,13,0.39,1,1,2,0,0,50,75.56,9
u483930210,11,192.82,0,910,8009.09,9,0.01,0,1,1,0,0,41,100,3
u483945851,8,139.62,17,378,32059,8,0,0,1,1,0,1,50,62.5,3
u483989204,2,71,20,20,5586,4,0,0,1,2,0,1,0,100,2
u483992729,8,165.5,20,90,6242,8,0.36,0,0,0,1,1,26,100,8
u484048830,4,196.5,28,149,9187,16,0,0,2,5,0,0,75,50,4
u484052148,70,256.56,17,2210,30896.23,10,0.05,0,1,3,1,1,51,50,8
u484093270,2,223,17,17,3002,16,0,0,3,4,1,1,100,100,2
u484113717,1,69,17,17,2940,6,0.25,0,1,1,0,1,0,0,1
u484139840,54,298.35,17,2206,21126.59,16,0.19,0,1,2,1,1,53,51.85,8
u484186354,1,71,20,20,5584,6,0.33,0,2,1,0,0,0,100,1
u484216426,4,110,17,18,3001,8,0.27,0,1,1,0,1,0,25,4
u484229314,186,418.59,17,2226,44247.38,21,0.2,0,2,4,2,2,66,51.08,11
u484288756,1,105,28,28,9080,8,0,0,2,2,0,0,0,100,1
u484292780,9,113.22,21,69,9156,5,0.13,0,0,2,0,2,12,44.44,3
u484315555,2,1336,18,18,3128,53,0.19,3,3,5,3,0,88,0,2
u484322211,25,217.68,0,30,5381.76,10,0.02,0,0,3,1,1,55,64,5
u484373118,5,250.6,20,2206,16019.2,19,0.37,0,1,8,0,0,20,20,5
u484398192,1,14,17,17,2940,1,0,0,0,0,0,0,0,0,1
u484442523,10,267,26,111,11632.4,14,0.06,0,2,3,0,0,50,70,5
u484459425,5,230.6,21,60,19796,16,0.1,0,1,7,0,5,60,40,5
u484460274,4,112,17,18,2971,6,0.03,0,1,1,0,1,50,50,2
u484516280,6,306.33,19,24,3106.67,19,0.26,1,3,3,0,0,17,16.67,3
u484578205,18,168.5,16,2104,7484.89,9,0.05,0,1,2,0,1,45,33.33,5
u484608911,1,228,68,68,61776,14,0.08,0,3,2,0,0,0,100,1
u484628261,1,590,24,24,9076,24,0.28,3,2,5,2,3,100,0,1
u484657414,5,146.4,20,15790,5780.8,5,0,0,0,1,1,1,24,100,5
u484707068,2,289.5,17,19,3064,21,0.43,0,1,7,2,1,0,0,2
u484710012,1,68,17,17,2940,5,0,0,1,1,0,0,0,100,1
u484726830,2,430,29,45,9112,18,0.14,3,2,2,1,0,50,100,2
u484780899,11,125.45,17,684,9636.36,8,0.61,0,0,2,0,2,55,63.64,11
u484809536,5,317.6,20,1780,6208,13,0.07,0,1,1,0,0,5,100,3
u484832756,1,832,2114,2114,144024,50,0.55,1,2,7,2,2,100,0,1
u484856305,36,87.31,17,19,2963.67,5,0.01,0,1,1,0,1,6,58.33,18
u484902431,59,385.97,17,2140,94190.24,16,0.07,0,2,3,1,1,67,69.49,6
u484948364,33,187.15,17,249,37373.94,11,0.26,0,1,2,0,2,58,33.33,4
u485137520,11,354,80,167,13914.18,23,0.54,0,2,3,1,0,100,9.09,11
u485169607,3,381,20,1540,26753.33,23,0.27,0,2,4,1,1,84,66.67,3
u485172913,27,186.93,20,2206,12783.41,11,0.03,0,1,1,0,0,23,40.74,7
u485243008,2,281,165,551,27264,15,0,0,1,4,1,0,100,100,2
u485252122,17,231.53,17,2104,4903.53,10,0.3,0,0,2,0,2,53,52.94,6
u485275633,4,191.75,17,185,7979,12,0.4,0,1,3,0,0,50,100,2
u485286322,11,247.55,17,2104,8383.27,13,0.07,0,2,3,1,0,100,9.09,11
u485301559,4,695.5,17,19,3095,42,0.44,1,2,7,3,2,100,25,4
u485305016,3,105,18,23,2980,8,0.53,0,0,3,1,0,67,100,2
u485319545,325,370.36,17,3313,99975.3,23,0.36,1,2,4,1,1,66,46.15,55
u485349322,54,185.35,23,2206,10648.22,10,0.07,0,1,2,0,1,39,66.67,27
u485435834,55,334.76,17,2213,67985.82,20,0.29,0,2,3,1,2,47,36.36,8
u485448824,1,158,17,17,2940,13,0.09,0,2,2,1,0,100,100,1
u485465601,2,125,20,21,9054,6,0,0,2,0,0,0,0,50,2
u485467977,1,241,2206,2206,10808,16,0.07,0,4,4,1,0,100,0,1
u485479185,1,72,30,30,9040,4,0,0,0,2,0,1,0,100,1
u485555762,1,66,205,205,9188,6,0.25,0,1,1,0,1,0,100,1
u485562476,2,181,124,127,4372,10,0.29,0,2,1,1,1,100,100,2
u485566817,161,182.88,16,2206,8500.89,9,0.22,0,1,2,0,1,52,63.98,21
u485616913,8,186.25,20,80,6065.5,7,0.08,0,1,1,1,0,27,100,8
u485664232,3,139.33,23,101,15216,7,0,0,1,1,0,0,0,33.33,3
u485673106,9,114.33,17,63,9516.44,7,0.01,0,1,1,0,1,23,100,3
u485716382,101,430.13,17,2227,54995.21,21,0.37,2,1,3,0,1,52,44.55,8
u485788216,7,494.57,22,345,38084.57,22,0.09,0,2,5,2,1,46,57.14,3
u485819963,54,407.15,19,3308,12390.96,20,0.4,1,2,2,1,1,71,38.89,14
u485859160,1,75,17,17,2940,5,0,0,1,0,0,0,0,100,1
u485893928,5,291.4,22,76,9318.4,14,0.1,0,1,3,2,0,80,60,2
u485979475,124,321.21,17,2459,20265.19,17,0.24,0,1,3,1,1,57,66.13,14
u485986915,69,166.52,0,80,4410.61,7,0.1,0,1,0,1,1,35,23.19,23
u485996020,1,165,17,17,3060,15,0.27,0,1,3,2,0,50,100,1
u486065927,140,369.14,17,2263,54239.94,16,0.03,0,1,4,1,1,65,50.71,14
u486074261,36,463.22,17,2207,17070.44,21,0.41,0,2,4,1,1,48,41.67,12
u486094752,10,236.4,19,2206,16049.2,14,0.07,0,1,3,2,2,75,20,10
u486105630,6,171.17,17,18,2981.33,10,0.14,0,2,1,0,2,0,83.33,6
u486183171,42,510.76,20,19930,21044.95,23,0.14,0,3,4,2,2,56,100,21
u486205579,2,193,17,18,3000,12,0.22,0,1,5,1,0,0,100,1
u486209657,45,124.29,19,657,10374.13,7,0.19,0,1,1,0,1,40,53.33,45
u486213639,2,64,20,20,5580,3,0,0,0,2,0,0,0,100,2
u486232694,38,172.76,10,2104,5199.16,10,0.28,0,0,2,0,1,47,47.37,4
u486251525,193,257.2,17,2234,50622.96,12,0.11,0,1,2,0,2,51,59.59,25
u486286539,6,231,18,2109,50884,12,0.25,0,1,3,1,0,100,33.33,3
u486297080,14,363.57,17,2205,6664.29,14,0.35,0,2,1,0,1,22,42.86,7
u486302338,12,382.67,17,2104,27667,16,0.35,1,1,4,1,2,63,58.33,12
u486374018,15,173.6,17,2104,6009.6,12,0.43,0,1,2,0,0,67,60,5
u486393688,4,154.75,20,20,5576,8,0.02,0,0,2,1,0,25,100,4
u486404145,7,980.71,20,37120,34651.43,40,0.13,1,4,8,5,5,81,100,4
u486448566,46,2069.41,17,2240,216297.83,59,0.18,3,6,19,3,1,78,34.78,10
u486463852,9,141.56,17,46,6371.11,7,0.17,0,1,2,0,1,56,88.89,2
u486467381,9,212.44,28,2207,27614.67,15,0.22,0,0,5,1,2,45,44.44,5
u486536494,7,193.43,31,2206,10013.71,13,0.24,0,0,1,1,1,29,42.86,4
u486576551,2,122,17,17,2940,6,0,0,1,2,1,0,100,50,2
u486598778,7,257.57,17,22,3045.71,9,0.23,0,1,1,0,1,29,42.86,4
u486600465,2,133,17,19,2940,6,0.25,0,1,2,1,1,100,100,2
u486646943,62,486.18,17,3309,19828.97,25,0.24,1,1,4,1,3,57,51.61,7
u486686490,7,197.14,17,24,3027.43,15,0.29,0,3,3,1,3,79,57.14,2
u486697282,2,98,24,28,9074,7,0.3,0,1,1,0,0,0,100,2
u486773779,69,152.2,19,2206,10893.74,12,0.64,0,1,2,0,0,13,72.46,14
u486807944,2,297.5,51,126,14056,18,0.26,0,1,5,1,2,100,0,2
u486814557,13,132.69,17,2104,3148.62,7,0.04,0,1,2,0,1,7,23.08,13
u486841494,13,275.92,17,2786,159242.46,15,0.24,1,0,4,0,2,39,15.38,13
u486854614,4,394.75,10,290,7946,24,0.1,0,2,4,3,0,67,100,2
